Year,Trade Flow,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Trade Value (US$)
2017,Export,Rep. of Moldova,MDA,344,"China, Hong Kong SAR",HKG,8,Miscellaneous manufactured articles,16966
2017,Export,Rep. of Moldova,MDA,348,Hungary,HUN,8,Miscellaneous manufactured articles,2539601
2015,Import,Rep. of Moldova,MDA,20,Andorra,AND,3,"Mineral fuels, lubricants and related materials",161938
2015,Import,Rep. of Moldova,MDA,36,Australia,AUS,3,"Mineral fuels, lubricants and related materials",487
2015,Import,Rep. of Moldova,MDA,40,Austria,AUT,3,"Mineral fuels, lubricants and related materials",261508
2015,Import,Rep. of Moldova,MDA,56,Belgium,BEL,3,"Mineral fuels, lubricants and related materials",59722
2015,Import,Rep. of Moldova,MDA,0,World,WLD,8,Miscellaneous manufactured articles,368588996
2015,Import,Rep. of Moldova,MDA,8,Albania,ALB,8,Miscellaneous manufactured articles,44183
2015,Import,Rep. of Moldova,MDA,20,Andorra,AND,8,Miscellaneous manufactured articles,1989
2015,Import,Rep. of Moldova,MDA,31,Azerbaijan,AZE,8,Miscellaneous manufactured articles,229069
2015,Import,Rep. of Moldova,MDA,32,Argentina,ARG,8,Miscellaneous manufactured articles,28102
2015,Import,Rep. of Moldova,MDA,36,Australia,AUS,8,Miscellaneous manufactured articles,70994
2015,Import,Rep. of Moldova,MDA,40,Austria,AUT,8,Miscellaneous manufactured articles,2023566
2015,Import,Rep. of Moldova,MDA,50,Bangladesh,BGD,8,Miscellaneous manufactured articles,3765827
2015,Import,Rep. of Moldova,MDA,51,Armenia,ARM,8,Miscellaneous manufactured articles,30351
2017,Export,Rep. of Moldova,MDA,288,Ghana,GHA,TOTAL,All Commodities,589055
2017,Export,Rep. of Moldova,MDA,292,Gibraltar,GIB,TOTAL,All Commodities,1034903
2017,Export,Rep. of Moldova,MDA,300,Greece,GRC,TOTAL,All Commodities,29492289
2017,Export,Rep. of Moldova,MDA,324,Guinea,GIN,TOTAL,All Commodities,55150
2017,Export,Rep. of Moldova,MDA,344,"China, Hong Kong SAR",HKG,TOTAL,All Commodities,758671
2017,Export,Rep. of Moldova,MDA,376,Israel,ISR,5,"Chemicals and related products, n.e.s.",97439
2017,Export,Rep. of Moldova,MDA,381,Italy,ITA,5,"Chemicals and related products, n.e.s.",307762
2017,Export,Rep. of Moldova,MDA,398,Kazakhstan,KAZ,5,"Chemicals and related products, n.e.s.",4065014
2017,Export,Rep. of Moldova,MDA,400,Jordan,JOR,5,"Chemicals and related products, n.e.s.",2180
2017,Export,Rep. of Moldova,MDA,414,Kuwait,KWT,5,"Chemicals and related products, n.e.s.",8664
2017,Export,Rep. of Moldova,MDA,417,Kyrgyzstan,KGZ,5,"Chemicals and related products, n.e.s.",697897
2017,Export,Rep. of Moldova,MDA,428,Latvia,LVA,5,"Chemicals and related products, n.e.s.",1779312
2017,Export,Rep. of Moldova,MDA,434,Libya,LBY,5,"Chemicals and related products, n.e.s.",44822
2017,Export,Rep. of Moldova,MDA,440,Lithuania,LTU,5,"Chemicals and related products, n.e.s.",1391757
2017,Export,Rep. of Moldova,MDA,442,Luxembourg,LUX,5,"Chemicals and related products, n.e.s.",4125
2017,Export,Rep. of Moldova,MDA,458,Malaysia,MYS,5,"Chemicals and related products, n.e.s.",4
2017,Export,Rep. of Moldova,MDA,470,Malta,MLT,5,"Chemicals and related products, n.e.s.",427
2017,Export,Rep. of Moldova,MDA,504,Morocco,MAR,5,"Chemicals and related products, n.e.s.",31646
2017,Export,Rep. of Moldova,MDA,528,Netherlands,NLD,5,"Chemicals and related products, n.e.s.",1985032
2017,Export,Rep. of Moldova,MDA,608,Philippines,PHL,5,"Chemicals and related products, n.e.s.",7
2017,Export,Rep. of Moldova,MDA,616,Poland,POL,5,"Chemicals and related products, n.e.s.",4676715
2017,Export,Rep. of Moldova,MDA,620,Portugal,PRT,5,"Chemicals and related products, n.e.s.",1085
2017,Export,Rep. of Moldova,MDA,642,Romania,ROU,5,"Chemicals and related products, n.e.s.",4618038
2017,Export,Rep. of Moldova,MDA,643,Russian Federation,RUS,5,"Chemicals and related products, n.e.s.",55695067
2017,Export,Rep. of Moldova,MDA,688,Serbia,SRB,5,"Chemicals and related products, n.e.s.",3284194
2017,Export,Rep. of Moldova,MDA,702,Singapore,SGP,5,"Chemicals and related products, n.e.s.",82943
2017,Export,Rep. of Moldova,MDA,703,Slovakia,SVK,5,"Chemicals and related products, n.e.s.",319584
2017,Export,Rep. of Moldova,MDA,704,Viet Nam,VNM,5,"Chemicals and related products, n.e.s.",928174
2017,Export,Rep. of Moldova,MDA,706,Somalia,SOM,5,"Chemicals and related products, n.e.s.",36377
2017,Export,Rep. of Moldova,MDA,724,Spain,ESP,5,"Chemicals and related products, n.e.s.",2463
2017,Export,Rep. of Moldova,MDA,729,Sudan,SDN,5,"Chemicals and related products, n.e.s.",76
2017,Export,Rep. of Moldova,MDA,208,Denmark,DNK,6,Manufactured goods classified chiefly by material,673
2017,Export,Rep. of Moldova,MDA,233,Estonia,EST,6,Manufactured goods classified chiefly by material,85317
2017,Export,Rep. of Moldova,MDA,246,Finland,FIN,6,Manufactured goods classified chiefly by material,23690
2017,Export,Rep. of Moldova,MDA,251,France,FRA,6,Manufactured goods classified chiefly by material,816280
2015,Import,Rep. of Moldova,MDA,0,World,WLD,6,Manufactured goods classified chiefly by material,807838586
2017,Export,Rep. of Moldova,MDA,268,Georgia,GEO,6,Manufactured goods classified chiefly by material,3079246
2017,Export,Rep. of Moldova,MDA,276,Germany,DEU,6,Manufactured goods classified chiefly by material,6959995
2017,Export,Rep. of Moldova,MDA,300,Greece,GRC,6,Manufactured goods classified chiefly by material,2405338
2017,Export,Rep. of Moldova,MDA,344,"China, Hong Kong SAR",HKG,6,Manufactured goods classified chiefly by material,12672
2017,Export,Rep. of Moldova,MDA,348,Hungary,HUN,6,Manufactured goods classified chiefly by material,1063564
2015,Import,Rep. of Moldova,MDA,8,Albania,ALB,6,Manufactured goods classified chiefly by material,42725
2015,Import,Rep. of Moldova,MDA,20,Andorra,AND,6,Manufactured goods classified chiefly by material,10212
2015,Import,Rep. of Moldova,MDA,28,Antigua and Barbuda,ATG,6,Manufactured goods classified chiefly by material,430
2015,Import,Rep. of Moldova,MDA,32,Argentina,ARG,6,Manufactured goods classified chiefly by material,473536
2015,Import,Rep. of Moldova,MDA,36,Australia,AUS,6,Manufactured goods classified chiefly by material,157299
2015,Import,Rep. of Moldova,MDA,40,Austria,AUT,6,Manufactured goods classified chiefly by material,49645480
2015,Import,Rep. of Moldova,MDA,50,Bangladesh,BGD,6,Manufactured goods classified chiefly by material,1597203
2015,Import,Rep. of Moldova,MDA,51,Armenia,ARM,6,Manufactured goods classified chiefly by material,31250
2015,Import,Rep. of Moldova,MDA,56,Belgium,BEL,6,Manufactured goods classified chiefly by material,5858583
2015,Import,Rep. of Moldova,MDA,60,Bermuda,BMU,6,Manufactured goods classified chiefly by material,220
2015,Import,Rep. of Moldova,MDA,64,Bhutan,BTN,6,Manufactured goods classified chiefly by material,8241
2015,Import,Rep. of Moldova,MDA,70,Bosnia Herzegovina,BIH,6,Manufactured goods classified chiefly by material,23970
2017,Export,Rep. of Moldova,MDA,360,Indonesia,IDN,6,Manufactured goods classified chiefly by material,1639
2017,Export,Rep. of Moldova,MDA,364,Iran,IRN,6,Manufactured goods classified chiefly by material,129
2017,Export,Rep. of Moldova,MDA,368,Iraq,IRQ,6,Manufactured goods classified chiefly by material,85267
2017,Export,Rep. of Moldova,MDA,376,Israel,ISR,6,Manufactured goods classified chiefly by material,635396
2017,Export,Rep. of Moldova,MDA,381,Italy,ITA,6,Manufactured goods classified chiefly by material,12060634
2017,Export,Rep. of Moldova,MDA,392,Japan,JPN,6,Manufactured goods classified chiefly by material,333408
2017,Export,Rep. of Moldova,MDA,398,Kazakhstan,KAZ,6,Manufactured goods classified chiefly by material,203165
2017,Export,Rep. of Moldova,MDA,410,Rep. of Korea,KOR,6,Manufactured goods classified chiefly by material,80744
2017,Export,Rep. of Moldova,MDA,417,Kyrgyzstan,KGZ,6,Manufactured goods classified chiefly by material,7204
2017,Export,Rep. of Moldova,MDA,422,Lebanon,LBN,6,Manufactured goods classified chiefly by material,63684
2017,Export,Rep. of Moldova,MDA,428,Latvia,LVA,6,Manufactured goods classified chiefly by material,113961
2017,Export,Rep. of Moldova,MDA,440,Lithuania,LTU,6,Manufactured goods classified chiefly by material,819866
2017,Export,Rep. of Moldova,MDA,442,Luxembourg,LUX,6,Manufactured goods classified chiefly by material,5623
2017,Export,Rep. of Moldova,MDA,458,Malaysia,MYS,6,Manufactured goods classified chiefly by material,46
2017,Export,Rep. of Moldova,MDA,466,Mali,MLI,6,Manufactured goods classified chiefly by material,78
2017,Export,Rep. of Moldova,MDA,470,Malta,MLT,6,Manufactured goods classified chiefly by material,4
2017,Export,Rep. of Moldova,MDA,484,Mexico,MEX,6,Manufactured goods classified chiefly by material,25
2017,Export,Rep. of Moldova,MDA,490,"Other Asia, nes",,6,Manufactured goods classified chiefly by material,22
2017,Export,Rep. of Moldova,MDA,499,Montenegro,MNE,6,Manufactured goods classified chiefly by material,24474
2017,Export,Rep. of Moldova,MDA,504,Morocco,MAR,6,Manufactured goods classified chiefly by material,662544
2017,Export,Rep. of Moldova,MDA,528,Netherlands,NLD,6,Manufactured goods classified chiefly by material,435631
2017,Export,Rep. of Moldova,MDA,566,Nigeria,NGA,6,Manufactured goods classified chiefly by material,561
2017,Export,Rep. of Moldova,MDA,579,Norway,NOR,6,Manufactured goods classified chiefly by material,12850
2017,Export,Rep. of Moldova,MDA,616,Poland,POL,6,Manufactured goods classified chiefly by material,4666466
2017,Export,Rep. of Moldova,MDA,620,Portugal,PRT,6,Manufactured goods classified chiefly by material,12496
2017,Export,Rep. of Moldova,MDA,634,Qatar,QAT,6,Manufactured goods classified chiefly by material,1
2017,Export,Rep. of Moldova,MDA,642,Romania,ROU,6,Manufactured goods classified chiefly by material,51247026
2017,Export,Rep. of Moldova,MDA,643,Russian Federation,RUS,6,Manufactured goods classified chiefly by material,25991877
2017,Export,Rep. of Moldova,MDA,686,Senegal,SEN,6,Manufactured goods classified chiefly by material,714
2017,Export,Rep. of Moldova,MDA,688,Serbia,SRB,6,Manufactured goods classified chiefly by material,736216
2017,Export,Rep. of Moldova,MDA,699,India,IND,6,Manufactured goods classified chiefly by material,378
2017,Export,Rep. of Moldova,MDA,703,Slovakia,SVK,6,Manufactured goods classified chiefly by material,774070
2017,Export,Rep. of Moldova,MDA,704,Viet Nam,VNM,6,Manufactured goods classified chiefly by material,12166
2017,Export,Rep. of Moldova,MDA,705,Slovenia,SVN,6,Manufactured goods classified chiefly by material,6270
2017,Export,Rep. of Moldova,MDA,710,South Africa,ZAF,6,Manufactured goods classified chiefly by material,8358
2017,Export,Rep. of Moldova,MDA,360,Indonesia,IDN,7,Machinery and transport equipment,476181
2017,Export,Rep. of Moldova,MDA,364,Iran,IRN,7,Machinery and transport equipment,45964
2017,Export,Rep. of Moldova,MDA,368,Iraq,IRQ,7,Machinery and transport equipment,4365
2017,Export,Rep. of Moldova,MDA,372,Ireland,IRL,7,Machinery and transport equipment,6392
2017,Export,Rep. of Moldova,MDA,376,Israel,ISR,7,Machinery and transport equipment,23031
2017,Export,Rep. of Moldova,MDA,381,Italy,ITA,7,Machinery and transport equipment,11915007
2017,Export,Rep. of Moldova,MDA,398,Kazakhstan,KAZ,7,Machinery and transport equipment,331205
2017,Export,Rep. of Moldova,MDA,400,Jordan,JOR,7,Machinery and transport equipment,9376
2017,Export,Rep. of Moldova,MDA,410,Rep. of Korea,KOR,7,Machinery and transport equipment,5386
2017,Export,Rep. of Moldova,MDA,417,Kyrgyzstan,KGZ,7,Machinery and transport equipment,12136
2017,Export,Rep. of Moldova,MDA,428,Latvia,LVA,7,Machinery and transport equipment,117425
2017,Export,Rep. of Moldova,MDA,440,Lithuania,LTU,7,Machinery and transport equipment,226243
2017,Export,Rep. of Moldova,MDA,442,Luxembourg,LUX,7,Machinery and transport equipment,10767
2017,Export,Rep. of Moldova,MDA,446,"China, Macao SAR",MAC,7,Machinery and transport equipment,7
2017,Export,Rep. of Moldova,MDA,458,Malaysia,MYS,7,Machinery and transport equipment,732
2017,Export,Rep. of Moldova,MDA,466,Mali,MLI,7,Machinery and transport equipment,15
2017,Export,Rep. of Moldova,MDA,484,Mexico,MEX,7,Machinery and transport equipment,1271
2017,Export,Rep. of Moldova,MDA,490,"Other Asia, nes",,7,Machinery and transport equipment,233737
2017,Export,Rep. of Moldova,MDA,504,Morocco,MAR,7,Machinery and transport equipment,149403
2017,Export,Rep. of Moldova,MDA,528,Netherlands,NLD,7,Machinery and transport equipment,2606699
2017,Export,Rep. of Moldova,MDA,600,Paraguay,PRY,7,Machinery and transport equipment,25
2017,Export,Rep. of Moldova,MDA,608,Philippines,PHL,7,Machinery and transport equipment,21662
2017,Export,Rep. of Moldova,MDA,616,Poland,POL,7,Machinery and transport equipment,2960214
2017,Export,Rep. of Moldova,MDA,620,Portugal,PRT,7,Machinery and transport equipment,10684
2017,Export,Rep. of Moldova,MDA,634,Qatar,QAT,7,Machinery and transport equipment,3122
2017,Export,Rep. of Moldova,MDA,642,Romania,ROU,7,Machinery and transport equipment,274408588
2017,Export,Rep. of Moldova,MDA,643,Russian Federation,RUS,7,Machinery and transport equipment,27254094
2017,Export,Rep. of Moldova,MDA,674,San Marino,SMR,7,Machinery and transport equipment,11500000
2017,Export,Rep. of Moldova,MDA,682,Saudi Arabia,SAU,7,Machinery and transport equipment,163
2017,Export,Rep. of Moldova,MDA,688,Serbia,SRB,7,Machinery and transport equipment,156767
2017,Export,Rep. of Moldova,MDA,699,India,IND,7,Machinery and transport equipment,57830
2017,Export,Rep. of Moldova,MDA,702,Singapore,SGP,7,Machinery and transport equipment,250
2015,Export,Rep. of Moldova,MDA,688,Serbia,SRB,9,Commodities and transactions not classified elsewhere in the SITC,48
2014,Import,Rep. of Moldova,MDA,381,Italy,ITA,9,Commodities and transactions not classified elsewhere in the SITC,48865
2014,Import,Rep. of Moldova,MDA,428,Latvia,LVA,9,Commodities and transactions not classified elsewhere in the SITC,11910
2015,Export,Rep. of Moldova,MDA,792,Turkey,TUR,9,Commodities and transactions not classified elsewhere in the SITC,461963
2015,Export,Rep. of Moldova,MDA,804,Ukraine,UKR,9,Commodities and transactions not classified elsewhere in the SITC,8928
2017,Re-Export,Rep. of Moldova,MDA,804,Ukraine,UKR,9,Commodities and transactions not classified elsewhere in the SITC,10886
2018,Re-Export,Rep. of Moldova,MDA,0,World,WLD,9,Commodities and transactions not classified elsewhere in the SITC,13325
2014,Import,Rep. of Moldova,MDA,642,Romania,ROU,9,Commodities and transactions not classified elsewhere in the SITC,163692
2016,Export,Rep. of Moldova,MDA,0,World,WLD,9,Commodities and transactions not classified elsewhere in the SITC,462241
2016,Export,Rep. of Moldova,MDA,112,Belarus,BLR,9,Commodities and transactions not classified elsewhere in the SITC,15898
2018,Re-Export,Rep. of Moldova,MDA,643,Russian Federation,RUS,9,Commodities and transactions not classified elsewhere in the SITC,13325
2014,Import,Rep. of Moldova,MDA,643,Russian Federation,RUS,9,Commodities and transactions not classified elsewhere in the SITC,397595548
2014,Import,Rep. of Moldova,MDA,688,Serbia,SRB,9,Commodities and transactions not classified elsewhere in the SITC,106
2014,Import,Rep. of Moldova,MDA,703,Slovakia,SVK,9,Commodities and transactions not classified elsewhere in the SITC,45979
2014,Import,Rep. of Moldova,MDA,724,Spain,ESP,9,Commodities and transactions not classified elsewhere in the SITC,115292
2016,Export,Rep. of Moldova,MDA,276,Germany,DEU,9,Commodities and transactions not classified elsewhere in the SITC,45827
2016,Export,Rep. of Moldova,MDA,792,Turkey,TUR,9,Commodities and transactions not classified elsewhere in the SITC,386054
2016,Export,Rep. of Moldova,MDA,804,Ukraine,UKR,9,Commodities and transactions not classified elsewhere in the SITC,14462
2014,Import,Rep. of Moldova,MDA,757,Switzerland,CHE,9,Commodities and transactions not classified elsewhere in the SITC,16063
2014,Import,Rep. of Moldova,MDA,792,Turkey,TUR,9,Commodities and transactions not classified elsewhere in the SITC,13318
2014,Import,Rep. of Moldova,MDA,804,Ukraine,UKR,9,Commodities and transactions not classified elsewhere in the SITC,50318663
2014,Import,Rep. of Moldova,MDA,826,United Kingdom,GBR,9,Commodities and transactions not classified elsewhere in the SITC,265
2017,Export,Rep. of Moldova,MDA,0,World,WLD,9,Commodities and transactions not classified elsewhere in the SITC,1095737
2014,Import,Rep. of Moldova,MDA,842,USA,USA,9,Commodities and transactions not classified elsewhere in the SITC,1900805
2017,Export,Rep. of Moldova,MDA,276,Germany,DEU,9,Commodities and transactions not classified elsewhere in the SITC,3268
2015,Import,Rep. of Moldova,MDA,0,World,WLD,9,Commodities and transactions not classified elsewhere in the SITC,266035025
2017,Export,Rep. of Moldova,MDA,554,New Zealand,NZL,0,Food and live animals,162
2017,Export,Rep. of Moldova,MDA,579,Norway,NOR,0,Food and live animals,179267
2017,Export,Rep. of Moldova,MDA,586,Pakistan,PAK,0,Food and live animals,795003
2017,Export,Rep. of Moldova,MDA,608,Philippines,PHL,0,Food and live animals,37580
2017,Export,Rep. of Moldova,MDA,616,Poland,POL,0,Food and live animals,41091912
2017,Export,Rep. of Moldova,MDA,620,Portugal,PRT,0,Food and live animals,705676
2017,Export,Rep. of Moldova,MDA,634,Qatar,QAT,0,Food and live animals,949453
2017,Export,Rep. of Moldova,MDA,642,Romania,ROU,0,Food and live animals,76085857
2017,Export,Rep. of Moldova,MDA,643,Russian Federation,RUS,0,Food and live animals,97337931
2017,Export,Rep. of Moldova,MDA,646,Rwanda,RWA,0,Food and live animals,19114
2017,Export,Rep. of Moldova,MDA,674,San Marino,SMR,0,Food and live animals,56708
2017,Export,Rep. of Moldova,MDA,682,Saudi Arabia,SAU,0,Food and live animals,41423
2017,Export,Rep. of Moldova,MDA,686,Senegal,SEN,0,Food and live animals,235619
2017,Export,Rep. of Moldova,MDA,688,Serbia,SRB,0,Food and live animals,662402
2017,Export,Rep. of Moldova,MDA,690,Seychelles,SYC,0,Food and live animals,29523
2017,Export,Rep. of Moldova,MDA,694,Sierra Leone,SLE,0,Food and live animals,23377
2017,Export,Rep. of Moldova,MDA,699,India,IND,0,Food and live animals,956910
2017,Export,Rep. of Moldova,MDA,702,Singapore,SGP,0,Food and live animals,24338
2017,Export,Rep. of Moldova,MDA,703,Slovakia,SVK,0,Food and live animals,2282260
2017,Export,Rep. of Moldova,MDA,704,Viet Nam,VNM,0,Food and live animals,140902
2017,Export,Rep. of Moldova,MDA,705,Slovenia,SVN,0,Food and live animals,76275
2017,Export,Rep. of Moldova,MDA,706,Somalia,SOM,0,Food and live animals,8936
2017,Export,Rep. of Moldova,MDA,724,Spain,ESP,0,Food and live animals,7724293
2017,Export,Rep. of Moldova,MDA,748,Eswatini,SWZ,0,Food and live animals,482159
2017,Export,Rep. of Moldova,MDA,752,Sweden,SWE,0,Food and live animals,232501
2017,Export,Rep. of Moldova,MDA,757,Switzerland,CHE,0,Food and live animals,30494914
2015,Import,Rep. of Moldova,MDA,100,Bulgaria,BGR,0,Food and live animals,2932162
2015,Import,Rep. of Moldova,MDA,112,Belarus,BLR,0,Food and live animals,11260987
2015,Import,Rep. of Moldova,MDA,116,Cambodia,KHM,0,Food and live animals,35375
2015,Import,Rep. of Moldova,MDA,120,Cameroon,CMR,0,Food and live animals,30
2015,Import,Rep. of Moldova,MDA,124,Canada,CAN,0,Food and live animals,488645
2015,Import,Rep. of Moldova,MDA,144,Sri Lanka,LKA,0,Food and live animals,1807303
2015,Import,Rep. of Moldova,MDA,152,Chile,CHL,0,Food and live animals,903634
2015,Import,Rep. of Moldova,MDA,156,China,CHN,0,Food and live animals,3266820
2015,Import,Rep. of Moldova,MDA,170,Colombia,COL,0,Food and live animals,165928
2015,Import,Rep. of Moldova,MDA,174,Comoros,COM,0,Food and live animals,1129
2017,Export,Rep. of Moldova,MDA,470,Malta,MLT,2,"Crude materials, inedible, except fuels",14
2017,Export,Rep. of Moldova,MDA,499,Montenegro,MNE,2,"Crude materials, inedible, except fuels",37158
2017,Export,Rep. of Moldova,MDA,528,Netherlands,NLD,2,"Crude materials, inedible, except fuels",1021486
2017,Export,Rep. of Moldova,MDA,579,Norway,NOR,2,"Crude materials, inedible, except fuels",62
2017,Export,Rep. of Moldova,MDA,616,Poland,POL,2,"Crude materials, inedible, except fuels",8382294
2017,Export,Rep. of Moldova,MDA,620,Portugal,PRT,2,"Crude materials, inedible, except fuels",70680
2017,Export,Rep. of Moldova,MDA,642,Romania,ROU,2,"Crude materials, inedible, except fuels",99846280
2017,Export,Rep. of Moldova,MDA,643,Russian Federation,RUS,2,"Crude materials, inedible, except fuels",2869156
2017,Export,Rep. of Moldova,MDA,688,Serbia,SRB,2,"Crude materials, inedible, except fuels",506449
2017,Export,Rep. of Moldova,MDA,699,India,IND,2,"Crude materials, inedible, except fuels",16500
2017,Export,Rep. of Moldova,MDA,703,Slovakia,SVK,2,"Crude materials, inedible, except fuels",3432
2017,Export,Rep. of Moldova,MDA,704,Viet Nam,VNM,2,"Crude materials, inedible, except fuels",1854925
2017,Export,Rep. of Moldova,MDA,724,Spain,ESP,2,"Crude materials, inedible, except fuels",290137
2015,Import,Rep. of Moldova,MDA,100,Bulgaria,BGR,1,Beverages and tobacco,412147
2015,Import,Rep. of Moldova,MDA,112,Belarus,BLR,1,Beverages and tobacco,102329
2015,Import,Rep. of Moldova,MDA,124,Canada,CAN,1,Beverages and tobacco,294690
2015,Import,Rep. of Moldova,MDA,152,Chile,CHL,1,Beverages and tobacco,50786
2015,Import,Rep. of Moldova,MDA,156,China,CHN,1,Beverages and tobacco,3931821
2015,Import,Rep. of Moldova,MDA,191,Croatia,HRV,1,Beverages and tobacco,204980
2015,Import,Rep. of Moldova,MDA,192,Cuba,CUB,1,Beverages and tobacco,98554
2015,Import,Rep. of Moldova,MDA,203,Czechia,CZE,1,Beverages and tobacco,739091
2015,Import,Rep. of Moldova,MDA,208,Denmark,DNK,1,Beverages and tobacco,63012
2015,Import,Rep. of Moldova,MDA,100,Bulgaria,BGR,2,"Crude materials, inedible, except fuels",1660615
2015,Import,Rep. of Moldova,MDA,112,Belarus,BLR,2,"Crude materials, inedible, except fuels",1280614
2015,Import,Rep. of Moldova,MDA,124,Canada,CAN,2,"Crude materials, inedible, except fuels",625
2015,Import,Rep. of Moldova,MDA,140,Central African Rep.,CAF,2,"Crude materials, inedible, except fuels",110
2015,Import,Rep. of Moldova,MDA,144,Sri Lanka,LKA,2,"Crude materials, inedible, except fuels",129
2015,Import,Rep. of Moldova,MDA,152,Chile,CHL,2,"Crude materials, inedible, except fuels",244081
2015,Import,Rep. of Moldova,MDA,156,China,CHN,2,"Crude materials, inedible, except fuels",1414667
2015,Import,Rep. of Moldova,MDA,170,Colombia,COL,2,"Crude materials, inedible, except fuels",212304
2015,Import,Rep. of Moldova,MDA,188,Costa Rica,CRI,2,"Crude materials, inedible, except fuels",2379
2015,Import,Rep. of Moldova,MDA,191,Croatia,HRV,2,"Crude materials, inedible, except fuels",83060
2015,Import,Rep. of Moldova,MDA,196,Cyprus,CYP,2,"Crude materials, inedible, except fuels",589
2015,Import,Rep. of Moldova,MDA,56,Belgium,BEL,8,Miscellaneous manufactured articles,3147300
2015,Import,Rep. of Moldova,MDA,70,Bosnia Herzegovina,BIH,8,Miscellaneous manufactured articles,59560
2017,Export,Rep. of Moldova,MDA,352,Iceland,ISL,3,"Mineral fuels, lubricants and related materials",93465
2017,Export,Rep. of Moldova,MDA,381,Italy,ITA,3,"Mineral fuels, lubricants and related materials",11
2017,Export,Rep. of Moldova,MDA,591,Panama,PAN,3,"Mineral fuels, lubricants and related materials",1887899
2017,Export,Rep. of Moldova,MDA,642,Romania,ROU,3,"Mineral fuels, lubricants and related materials",371598
2017,Export,Rep. of Moldova,MDA,643,Russian Federation,RUS,3,"Mineral fuels, lubricants and related materials",592
2017,Export,Rep. of Moldova,MDA,688,Serbia,SRB,3,"Mineral fuels, lubricants and related materials",5235447
2017,Export,Rep. of Moldova,MDA,729,Sudan,SDN,3,"Mineral fuels, lubricants and related materials",90
2017,Export,Rep. of Moldova,MDA,352,Iceland,ISL,8,Miscellaneous manufactured articles,26234
2017,Export,Rep. of Moldova,MDA,360,Indonesia,IDN,8,Miscellaneous manufactured articles,90745
2017,Export,Rep. of Moldova,MDA,368,Iraq,IRQ,8,Miscellaneous manufactured articles,59
2017,Export,Rep. of Moldova,MDA,372,Ireland,IRL,8,Miscellaneous manufactured articles,14962
2017,Export,Rep. of Moldova,MDA,376,Israel,ISR,8,Miscellaneous manufactured articles,1081818
2017,Export,Rep. of Moldova,MDA,381,Italy,ITA,8,Miscellaneous manufactured articles,145942305
2017,Export,Rep. of Moldova,MDA,392,Japan,JPN,8,Miscellaneous manufactured articles,302482
2017,Export,Rep. of Moldova,MDA,398,Kazakhstan,KAZ,8,Miscellaneous manufactured articles,630141
2017,Export,Rep. of Moldova,MDA,400,Jordan,JOR,8,Miscellaneous manufactured articles,723
2017,Export,Rep. of Moldova,MDA,410,Rep. of Korea,KOR,8,Miscellaneous manufactured articles,26737
2017,Export,Rep. of Moldova,MDA,414,Kuwait,KWT,8,Miscellaneous manufactured articles,3036
2017,Export,Rep. of Moldova,MDA,417,Kyrgyzstan,KGZ,8,Miscellaneous manufactured articles,23668
2017,Export,Rep. of Moldova,MDA,422,Lebanon,LBN,8,Miscellaneous manufactured articles,28043
2017,Export,Rep. of Moldova,MDA,428,Latvia,LVA,8,Miscellaneous manufactured articles,84234
2017,Export,Rep. of Moldova,MDA,440,Lithuania,LTU,8,Miscellaneous manufactured articles,809642
2017,Export,Rep. of Moldova,MDA,442,Luxembourg,LUX,8,Miscellaneous manufactured articles,15640
2017,Export,Rep. of Moldova,MDA,446,"China, Macao SAR",MAC,8,Miscellaneous manufactured articles,1070
2017,Export,Rep. of Moldova,MDA,458,Malaysia,MYS,8,Miscellaneous manufactured articles,16864
2017,Export,Rep. of Moldova,MDA,466,Mali,MLI,8,Miscellaneous manufactured articles,110
2017,Export,Rep. of Moldova,MDA,470,Malta,MLT,8,Miscellaneous manufactured articles,285
2017,Export,Rep. of Moldova,MDA,484,Mexico,MEX,8,Miscellaneous manufactured articles,8159
2017,Export,Rep. of Moldova,MDA,490,"Other Asia, nes",,8,Miscellaneous manufactured articles,40141
2016,Export,Rep. of Moldova,MDA,757,Switzerland,CHE,4,"Animal and vegetable oils, fats and waxes",206536
2016,Export,Rep. of Moldova,MDA,804,Ukraine,UKR,4,"Animal and vegetable oils, fats and waxes",4422
2016,Export,Rep. of Moldova,MDA,842,USA,USA,4,"Animal and vegetable oils, fats and waxes",1
2017,Export,Rep. of Moldova,MDA,0,World,WLD,4,"Animal and vegetable oils, fats and waxes",53689183
2014,Import,Rep. of Moldova,MDA,899,"Areas, nes",,4,"Animal and vegetable oils, fats and waxes",132192
2015,Import,Rep. of Moldova,MDA,0,World,WLD,4,"Animal and vegetable oils, fats and waxes",8964740
2017,Export,Rep. of Moldova,MDA,40,Austria,AUT,4,"Animal and vegetable oils, fats and waxes",13016
2017,Export,Rep. of Moldova,MDA,100,Bulgaria,BGR,4,"Animal and vegetable oils, fats and waxes",110074
2017,Export,Rep. of Moldova,MDA,112,Belarus,BLR,4,"Animal and vegetable oils, fats and waxes",5452
2017,Export,Rep. of Moldova,MDA,124,Canada,CAN,4,"Animal and vegetable oils, fats and waxes",681
2017,Export,Rep. of Moldova,MDA,156,China,CHN,4,"Animal and vegetable oils, fats and waxes",73500
2017,Export,Rep. of Moldova,MDA,178,Congo,COG,4,"Animal and vegetable oils, fats and waxes",20746
