Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag 
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,112,Belarus,BLR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,15061774,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,124,Canada,CAN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,17738,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,156,China,CHN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,4664,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,203,Czechia,CZE,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,6571,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,208,Denmark,DNK,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,3141,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,233,Estonia,EST,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,46350,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,246,Finland,FIN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,2138,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,251,France,FRA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,762913,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,276,Germany,DEU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,3061330,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,300,Greece,GRC,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,2030769,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,348,Hungary,HUN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1092581,,,0
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,352,Iceland,ISL,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,93465,,,0
S4,2017,2017,2017,1,0,3,Re-Export,498,Rep. of Moldova,MDA,352,Iceland,ISL,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,93465,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,381,Italy,ITA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1321754,,,4
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,381,Italy,ITA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,11,,,0
S4,2017,2017,2017,1,0,3,Re-Export,498,Rep. of Moldova,MDA,381,Italy,ITA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,11,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,392,Japan,JPN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,266023,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,398,Kazakhstan,KAZ,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,851813,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,410,Rep. of Korea,KOR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,102759,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,428,Latvia,LVA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,258819,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,440,Lithuania,LTU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,465804,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,484,Mexico,MEX,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,11,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,490,"""Other Asia"," nes""",,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1833,,,0
""
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,528,Netherlands,NLD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,380663,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,579,Norway,NOR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,4813,,,0
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,591,Panama,PAN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1887899,,,0
S4,2017,2017,2017,1,0,3,Re-Export,498,Rep. of Moldova,MDA,591,Panama,PAN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1887899,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,616,Poland,POL,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,667222,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,642,Romania,ROU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,372288393,,,0
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,642,Romania,ROU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,371598,,,0
S4,2017,2017,2017,1,0,3,Re-Export,498,Rep. of Moldova,MDA,642,Romania,ROU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,333824,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,643,Russian Federation,RUS,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,112566166,,,0
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,643,Russian Federation,RUS,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,592,,,0
S4,2017,2017,2017,1,0,3,Re-Export,498,Rep. of Moldova,MDA,643,Russian Federation,RUS,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,592,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,688,Serbia,SRB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1481917,,,0
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,688,Serbia,SRB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,5235447,,,0
S4,2017,2017,2017,1,0,3,Re-Export,498,Rep. of Moldova,MDA,688,Serbia,SRB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,5235447,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,699,India,IND,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,16787,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,702,Singapore,SGP,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,79004,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,703,Slovakia,SVK,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1235300,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,705,Slovenia,SVN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,104,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,724,Spain,ESP,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,163729,,,0
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,729,Sudan,SDN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,90,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,752,Sweden,SWE,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,49965,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,757,Switzerland,CHE,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,3272,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,784,United Arab Emirates,ARE,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,6632,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,792,Turkey,TUR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,563314,,,0
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,792,Turkey,TUR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,6405,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,804,Ukraine,UKR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,2346047,,,4
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,804,Ukraine,UKR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,4248029,,,0
S4,2017,2017,2017,1,0,3,Re-Export,498,Rep. of Moldova,MDA,804,Ukraine,UKR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,4216203,,,0
S4,2017,2017,2017,1,0,2,Export,498,Rep. of Moldova,MDA,807,North Macedonia,MKD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,28132,,,0
S4,2017,2017,2017,1,0,3,Re-Export,498,Rep. of Moldova,MDA,807,North Macedonia,MKD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,28132,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,818,Egypt,EGY,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,638,,,0
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,826,United Kingdom,GBR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,38641,,,4
S4,2017,2017,2017,1,0,1,Import,498,Rep. of Moldova,MDA,842,USA,USA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,70195,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,689250637,,,4
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,18462804,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,17587282,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,4,Afghanistan,AFG,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,305,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,8,Albania,ALB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,112570,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,36,Australia,AUS,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,500,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,40,Austria,AUT,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,135478,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,56,Belgium,BEL,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,856065,,,4
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,92,Br. Virgin Isds,VGB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,203269,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,92,Br. Virgin Isds,VGB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,203269,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,100,Bulgaria,BGR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,17085231,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,100,Bulgaria,BGR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,674338,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,100,Bulgaria,BGR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,674338,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,112,Belarus,BLR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,25755759,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,124,Canada,CAN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,6291,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,156,China,CHN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,13699,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,203,Czechia,CZE,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,14941,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,204,Benin,BEN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,13308,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,208,Denmark,DNK,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1460,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,233,Estonia,EST,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,99898,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,246,Finland,FIN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,133158,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,251,France,FRA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,825470,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,276,Germany,DEU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,2216310,,,4
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,276,Germany,DEU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,578,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,300,Greece,GRC,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,2299688,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,348,Hungary,HUN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,577119,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,372,Ireland,IRL,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,100,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,381,Italy,ITA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1554649,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,392,Japan,JPN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,147523,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,398,Kazakhstan,KAZ,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,5045812,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,410,Rep. of Korea,KOR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,132780,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,428,Latvia,LVA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,291110,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,440,Lithuania,LTU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,343137,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,484,Mexico,MEX,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,7,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,528,Netherlands,NLD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,543708,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,585,Palau,PLW,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,631625,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,591,Panama,PAN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1021777,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,591,Panama,PAN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,1021777,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,616,Poland,POL,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,564494,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,642,Romania,ROU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,486664446,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,642,Romania,ROU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,415149,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,642,Romania,ROU,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,338757,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,643,Russian Federation,RUS,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,120949622,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,643,Russian Federation,RUS,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,318,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,643,Russian Federation,RUS,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,318,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,688,Serbia,SRB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,6857016,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,688,Serbia,SRB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,10876494,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,688,Serbia,SRB,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,10103094,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,699,India,IND,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,863,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,702,Singapore,SGP,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,78907,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,703,Slovakia,SVK,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,34505,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,704,Viet Nam,VNM,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,5115,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,705,Slovenia,SVN,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,204,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,724,Spain,ESP,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,202023,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,752,Sweden,SWE,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,90352,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,757,Switzerland,CHE,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,7287,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,764,Thailand,THA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,80286,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,792,Turkey,TUR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,623092,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,792,Turkey,TUR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,12264,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,792,Turkey,TUR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,5187,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,795,Turkmenistan,TKM,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,10926840,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,804,Ukraine,UKR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,3121000,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,804,Ukraine,UKR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,5232225,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,804,Ukraine,UKR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,5214455,,,0
S4,2018,2018,2018,1,0,2,Export,498,Rep. of Moldova,MDA,807,North Macedonia,MKD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,26087,,,0
S4,2018,2018,2018,1,0,3,Re-Export,498,Rep. of Moldova,MDA,807,North Macedonia,MKD,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,26087,,,0
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,826,United Kingdom,GBR,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,124462,,,4
S4,2018,2018,2018,1,0,1,Import,498,Rep. of Moldova,MDA,842,USA,USA,,,,,,,,3,"""Mineral fuels"," lubricants and related materials""",1,No Quantity,0,,,,0,,82727,,,0
S4,2014,2014,2014,1,0,1,Import,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,12955578,,,0
S4,2014,2014,2014,1,0,2,Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,79259915,,,0
S4,2014,2014,2014,1,0,3,Re-Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,949847,,,0
S4,2014,2014,2014,1,0,4,Re-Import,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,132192,,,0
S4,2014,2014,2014,1,0,2,Export,498,Rep. of Moldova,MDA,8,Albania,ALB,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,67494,,,0
S4,2014,2014,2014,1,0,3,Re-Export,498,Rep. of Moldova,MDA,8,Albania,ALB,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,67494,,,0
S4,2014,2014,2014,1,0,1,Import,498,Rep. of Moldova,MDA,40,Austria,AUT,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,214330,,,0
S4,2014,2014,2014,1,0,1,Import,498,Rep. of Moldova,MDA,56,Belgium,BEL,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,456828,,,0
S4,2014,2014,2014,1,0,1,Import,498,Rep. of Moldova,MDA,70,Bosnia Herzegovina,BIH,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,19960,,,0
S4,2014,2014,2014,1,0,2,Export,498,Rep. of Moldova,MDA,84,Belize,BLZ,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,17,,,0
S4,2014,2014,2014,1,0,2,Export,498,Rep. of Moldova,MDA,100,Bulgaria,BGR,,,,,,,,4,"""Animal and vegetable oils"," fats and waxes""",1,No Quantity,,,,,,,549670,,,0
